,id,sent_id,tokens
231,ESUN032-PART024,6,ก็ ลอง นึกดู ว่า <sp> หาก เป็น คน ใน ครอบครัว ของ เรา บ้าง <sp> เรา จะ รู้สึก อย่างไร
232,ESUN032-PART025,0,สรุป ได้ ว่า
233,ESUN032-PART025,1,ความ เสียสละ ที่ บาง ครั้ง ถูก มอง ข้าม
234,ESUN032-PART025,2,ความ เสียสละ ที่ มี ให้ แม้แต่ คน ที่ ไม่ รู้จัก กัน
235,ESUN032-PART025,3,ความ เสียสละ ที่ ไม่ ได้ ต้องการ สิ่ง ตอบแทน เป็น ของ มูลค่า มากมาย
236,ESUN032-PART025,4,ขอ เพียงแค่ ให้ ทุก คน ได้ ปลอดภัย
237,ESUN032-PART025,5,ความ เสียสละ ที่ ยิ่งใหญ่ เหล่านั้น ล้วน มา จาก ความ หวัง ดี ของ บุรุษ ที่ ได้ ชื่อ ว่า <sp> ทหาร
238,ESUN032-PART025,6,ดัง เนื้อเพลง ที่ ว่า
239,ESUN032-PART025,7,ถ้า คืน นี้ เป็น คืน สุดท้าย ของ ชีวิต
240,ESUN032-PART025,8,เขา ก็ ยินดี ที่ จะ สละ ทุก อย่าง ด้วย ยศ อัน น้อย นิด
241,NACPL005-PART001,0,กฎหมาย ป่าไม้
242,NACPL005-PART001,1,ป่า สงวน
243,NACPL005-PART001,2,อุทยานแห่งชาติ
244,NACPL005-PART002,0,และ เขต รักษา พันธุ์ สัตว์ ป่า
245,NACPL005-PART003,0,ก )
246,NACPL005-PART003,1,พระราชบัญญัติ ป่าไม้
247,NACPL005-PART003,2,๒๔๘๔
248,NACPL005-PART004,0,ไม้ ใน ป่า เป็น ทรัพยากร ที่ สำคัญ ของ ชาติ ที่ ควร จะ รักษา ไว้
249,NACPL005-PART004,1,แต่ เนื่องจาก มนุษย์ มี ความ จำเป็น ที่ จะ ต้อง ใช้ ไม้ เพื่อ ประโยชน์ ต่างๆ
250,NACPL005-PART004,2,เช่น
251,NACPL005-PART004,3,ใช้ สร้าง บ้านเรือน ที่อยู่อาศัย
252,NACPL005-PART004,4,ถ้าหาก ปล่อย ให้ มี การ ทำ ไม้ โดย มิ ได้ อยู่ ใน การ ควบคุม โดย ถูกต้อง ย่อม เป็น ภัย อัน ร้ายแรง มาก
253,NACPL005-PART004,5,ดังนั้น
254,NACPL005-PART004,6,รัฐ จึง ออก กฎหมาย ป่าไม้ ขึ้น มา เพื่อ มุ่ง ที่ จะ ควบคุม การ ทำ ไม้ ขึ้น
255,NACPL005-PART004,7,เพื่อ สงวน และ รักษา ป่าไม้ อัน เป็น ทรัพยากร ที่ สำคัญ ประเทศ เอา ไว้
256,NACPL005-PART005,0,๑ .
257,NACPL005-PART005,1,ประเภท ไม้ และ การ ทำ ไม้
258,NACPL005-PART006,0,ตาม กฎหมาย ป่าไม้
259,NACPL005-PART006,1,ได้ แบ่ง ไม้ ออก เป็น
260,NACPL005-PART006,2,๒
261,NACPL005-PART006,3,ประเภท
262,NACPL005-PART006,4,คือ
263,NACPL005-PART006,5,ไม้ หวงห้าม และ ไม้ ที่ ไม่ ใช่ หวงห้าม
264,NACPL005-PART007,0,( ๑ )
265,NACPL005-PART007,1,ไม้ หวงห้าม
266,NACPL005-PART007,2,หมายถึง
267,NACPL005-PART007,3,ไม้ ที่ รัฐ ออก กฎหมาย มา ควบคุม ไว้ เป็น พิเศษ
268,NACPL005-PART007,4,มี <sp> ๒ <sp> ประเภท
269,NACPL005-PART008,0,
270,NACPL005-PART008,1,ประเภท
271,NACPL005-PART008,2,ก
272,NACPL005-PART008,3,ไม้ หวงห้าม ธรรมดา
273,NACPL005-PART008,4,ได้แก่
274,NACPL005-PART008,5,ไม้ ซึ่ง การ ป่าไม้ จะ ต้อง ได้รับ อนุญาต จาก พนักงาน เจ้าหน้าที่ หรือ ได้รับ สัมปทาน ตาม กฎหมาย
275,NACPL005-PART009,0,
276,NACPL005-PART009,1,ประเภท
277,NACPL005-PART009,2,ข
278,NACPL005-PART009,3,ไม้ หวงห้าม พิเศษ
279,NACPL005-PART009,4,ได้แก่
280,NACPL005-PART009,5,ไม้ หา ยาก
281,NACPL005-PART009,6,หรือ ไม้ ที่ ควร สงวน ซึ่ง ไม่ อนุญาต ให้ ทำ ไม้
282,NACPL005-PART009,7,เว้นแต่ รัฐมนตรี จะ ได้รับ อนุญาต ใน กรณี พิเศษ
283,NACPL005-PART009,8,( พรบ
284,NACPL005-PART009,9,ป่าไม้
285,NACPL005-PART009,10,มาตรา
286,NACPL005-PART009,11,๖ )
287,NACPL005-PART010,0,การ ที่ จะ รู้ ได้ ว่า ไม้ อะไร เป็น ไม้ หวงห้าม ประเภท ใด
288,NACPL005-PART010,1,ขึ้น ทะเบียน ท้องที่ ใด
289,NACPL005-PART010,2,ทาง ราชการ จะ ต้อง ออก กฎหมาย มา กำหนด แล้ว ประกาศ ให้ แก่ ประชาชน ทราบ
290,NACPL005-PART010,3,เรียก ว่า พระราชกฤษฎีกา
291,NACPL005-PART010,4,เช่น
292,NACPL005-PART010,5,ไม้สัก และ ไม้ยาง ทั่วไป ใน ราชอาณาจักร ไม่ว่า จะ ขึ้น อยู่ ที่ ใด เป็น ไม้ หวงห้าม ประเภท <sp> ก
293,NACPL005-PART010,6,( พรบ
294,NACPL005-PART010,7,ป่าไม้
295,NACPL005-PART010,8,มาตรา
296,NACPL005-PART010,9,๗ )
297,NACPL005-PART010,10,ดังนั้น ถ้า ประสงค์ จะ ตัด มา ใช้สอย จะ ต้อง ขอ อนุญาต จาก เจ้าหน้าที่ ก่อน
298,NACPL005-PART010,11,การ ขอ อนุญาต ต้อง ขอ ต่อ พนักงาน เจ้าหน้าที่ <sp> ณ <sp> ที่ว่าการ อำเภอ <sp> ที่ ป่า หรือ ไม้ อยู่ ใน เขต ท้องที่
299,NACPL005-PART010,12,ผู้ ที่ ได้รับ อนุญาต จะ ต้อง เสีย ค่าธรรมเนียม ต่างๆ <sp> ตาม ที่ กฎหมาย กำหนด
300,NACPL005-PART011,0,( ๒ )
301,NACPL005-PART011,1,ไม้ ที่ ไม่ ใช่ หวงห้าม หมายถึง ไม้ ที่ รัฐ มิ ได้ ออก กฎหมาย มา ควบคุม ไว้ เป็น พิเศษ
302,NACPL005-PART011,2,ดังนั้น หาก ประสงค์ ที่ จะ ทำ การ ตัด ไม้
303,NACPL005-PART011,3,ไม่ ต้อง ขอ อนุญาต
304,NACPL005-PART011,4,แต่ กฎหมาย กำหนด ว่า การ นำ ไม้ ที่ ไม่ ใช่ ไม้ หวงห้าม เข้า เขต ด่าน ป่าไม้ ต้อง เสีย ค่าธรรมเนียม
305,NACPL005-PART011,5,เว้นแต่ จะ นำ ไป ใช้ ส่วนตัว ภายใน เขต ท้องที่ จังหวัด ที่ ทำ ไม้ นั้น
306,NACPL005-PART011,6,เช่น
307,NACPL005-PART011,7,ไม้ยางพารา
308,NACPL005-PART011,8,ไม้มะม่วง
309,NACPL005-PART011,9,ไม้ทุเรียน
310,NACPL005-PART011,10,ไม้สน
311,NACPL005-PART011,11,ต้นหมาก
312,NACPL005-PART011,12,ต้นมะพร้าว
313,NACPL005-PART011,13,เป็นต้น
314,NACPL005-PART012,0,๒ .
315,NACPL005-PART012,1,ของ ป่า และ การ เก็บ ของ ป่า
316,NACPL005-PART013,0,( ๑ )
317,NACPL005-PART013,1,ของ ป่า
318,NACPL005-PART013,2,หมายถึง <sp> บรรดา ของ ที่ เกิด ขึ้น ใน ป่า ตาม ธรรมชาติ
319,NACPL005-PART013,3,คือ
320,NACPL005-PART014,0,ก )
321,NACPL005-PART014,1,ไม้ <sp> รวมทั้ง ส่วน ต่างๆ ของ ไม้
322,NACPL005-PART014,2,ถ่าน ไม้
323,NACPL005-PART014,3,น้ำมัน ไม้
324,NACPL005-PART014,4,ยาง ไม้
325,NACPL005-PART014,5,ตลอดจน สิ่ง อื่น ๆ ที่ เกิด จาก ไม้
326,NACPL005-PART015,0,ข )
327,NACPL005-PART015,1,พืช ต่างๆ
328,NACPL005-PART015,2,ตลอดจน สิ่ง อื่น ๆ ที่ เกิด จาก พืช นั้น
329,NACPL005-PART016,0,ค )
330,NACPL005-PART016,1,รัง นก
331,NACPL005-PART016,2,ครั่ง
332,NACPL005-PART016,3,รวงผึ้ง
333,NACPL005-PART016,4,และ มูล ค้างคาว
334,NACPL005-PART017,0,ง )
335,NACPL005-PART017,1,หิน ที่ ไม่ ใช่ แร่
336,NACPL005-PART017,2,ตาม กฎหมาย ว่า ด้วย แร่
337,NACPL005-PART017,3,และ หมายความ รวม ถึง ถ่าน ไม้ ที่ บุคคล ทำ ขึ้น ด้วย
338,NACPL005-PART017,4,( พ.ร.บ. ป่าไม้
339,NACPL005-PART017,5,มาตรา
340,NACPL005-PART017,6,๔ )
341,NACPL005-PART018,0,ของ ป่า ตาม กฎหมาย แบ่ง ออก เป็น
342,NACPL005-PART018,1,๒
343,NACPL005-PART018,2,ประเภท
344,NACPL005-PART018,3,คือ
345,NACPL005-PART018,4,๑ .
346,NACPL005-PART018,5,ของ ป่า หวงห้าม
347,NACPL005-PART018,6,๒ .
348,NACPL005-PART018,7,ของ ป่า ที่ ไม่ หวงห้าม
